Broker,Year,Period_Type,Period_Number,Market,Submarket,Secondary Submarket,Property Type,Inventory SF,Vacancy Q,Net Absorption Q,Under Construction Q,Asking Rent Q,Delivered Q,Leasing Activity Q
CBRE,2025,Q,2,Northern and Central New Jersey,Carteret/Avenel,,Industrial,31200000,0.114,-120200,0,19.7,,906800
CBRE,2025,Q,2,Northern and Central New Jersey,Central Union,,Industrial,23500000,0.034,104000,151700,19.25,,16300
CBRE,2025,Q,2,Northern and Central New Jersey,Exit 8A,,Industrial,81100000,0.105,-1702800,0,16.22,,211000
CBRE,2025,Q,2,Northern and Central New Jersey,Hunterdon/Warren,,Industrial,15100000,0.05,239800,1025900,13.86,,64100
CBRE,2025,Q,2,Northern and Central New Jersey,Linden/Elizabeth,,Industrial,45900000,0.079,928600,0,23.7,,1054500
CBRE,2025,Q,2,Northern and Central New Jersey,Monmouth,,Industrial,29200000,0.099,-141400,507500,17,,104700
CBRE,2025,Q,2,Northern and Central New Jersey,Princeton,,Industrial,16100000,0.021,81700,375500,13.71,,11000
CBRE,2025,Q,2,Northern and Central New Jersey,Route 287/Exit 10,,Industrial,112900000,0.071,-174200,302400,19.23,,1022700
CBRE,2025,Q,2,Northern and Central New Jersey,Route 78 East,,Industrial,9700000,0.025,-35300,0,12.24,,76000
CBRE,2025,Q,2,Northern and Central New Jersey,Somerset,,Industrial,42500000,0.048,655700,74800,17.5,,763300
CBRE,2025,Q,2,Northern and Central New Jersey,Trenton/295,,Industrial,32500000,0.089,128400,1523200,15.5,,823500
CBRE,2025,Q,2,Northern and Central New Jersey,Central NJ Total,,Industrial,469300000,0.077,412700,4124500,16.92,,5463900
CBRE,2025,Q,2,Northern and Central New Jersey,NJ Total,,Industrial,875500000,0.072,-700200,7792100,19.49,,7236900
CBRE,2025,Q,2,Northern Virginia,City of Alexandria,,Overall Industrial,3830970,0.047,2884,,18.44,,
CBRE,2025,Q,2,Northern Virginia,Arlington County,,Overall Industrial,512693,0.018,0,,24,,
CBRE,2025,Q,2,Northern Virginia,Fairfax County,,Overall Industrial,32566724,0.049,49228,,,,
CBRE,2025,Q,2,Northern Virginia,Loudoun County,,Overall Industrial,19979142,0.038,97274,282880,17.97,,
CBRE,2025,Q,2,Northern Virginia,Prince William County,,Overall Industrial,17919471,0.024,15904,509637,15.11,,
CBRE,2025,Q,2,Northern Virginia,Total,,Overall Industrial,74809000,0.04,165290,792517,16.6,,
CBRE,2025,Q,2,Northern Virginia,City of Alexandria,,Warehouse,3295083,0.047,2884,,18.44,,
CBRE,2025,Q,2,Northern Virginia,Arlington County,,Warehouse,400784,0.023,0,,24,,
CBRE,2025,Q,2,Northern Virginia,Fairfax County,,Warehouse,19085938,0.033,44583,,,,
CBRE,2025,Q,2,Northern Virginia,Loudoun County,,Warehouse,13497114,0.043,103971,282880,18.56,,
CBRE,2025,Q,2,Northern Virginia,Prince William County,,Warehouse,13537062,0.027,18504,509637,15.08,,
CBRE,2025,Q,2,Northern Virginia,Total,,Warehouse,49815981,0.035,169942,792617,16.96,,
CBRE,2025,Q,2,Northern Virginia,City of Alexandria,,Flex,535887,0.047,,,,,
CBRE,2025,Q,2,Northern Virginia,Arlington County,,Flex,111909,,,,,,
CBRE,2025,Q,2,Northern Virginia,Fairfax County,,Flex,13480786,0.073,4645,,16.14,,
CBRE,2025,Q,2,Northern Virginia,Loudoun County,,Flex,6482028,0.027,-6697,,15.96,,
CBRE,2025,Q,2,Northern Virginia,Prince William County,,Flex,4382409,0.015,-2600,,15.26,,
CBRE,2025,Q,2,Northern Virginia,Total,,Flex,24993019,0.05,-4652,,16.04,,
CBRE,2025,Q,2,Oakland,Richmond,,Warehouse,13670422,0.071,-11577,,1.38,,38489
CBRE,2025,Q,2,Oakland,Berkeley,,Warehouse,4665238,0.016,17472,,1.78,,17472
CBRE,2025,Q,2,Oakland,Emeryville,,Warehouse,2242594,0.073,0,,1.95,,22302
CBRE,2025,Q,2,Oakland,Oakland,,Warehouse,32787391,0.073,-39628,,1.2,,446860
CBRE,2025,Q,2,Oakland,Alameda,,Warehouse,3911303,0.089,-113465,,1.34,,0
CBRE,2025,Q,2,Oakland,San Leandro,,Warehouse,20171528,0.08,-320462,,1.4,,598120
CBRE,2025,Q,2,Oakland,San Lorenzo,,Warehouse,1184671,0.112,0,,1.19,,0
CBRE,2025,Q,2,Oakland,Hayward,,Warehouse,35603044,0.068,-155248,,1.42,,459210
CBRE,2025,Q,2,Oakland,Union City,,Warehouse,12571742,0.044,-56949,,1.31,,46267
CBRE,2025,Q,2,Oakland,Oakland Ind. Market,,Warehouse,93383255,0.077,-540530,202371,1.35,0,1504980
CBRE,2025,Q,2,Oakland,Oakland Ind. Market Total,,Industrial,126807933,0.068,-679857,202371,1.34,0,1628720
CBRE,2025,Q,2,Omaha,Council Bluffs,,Industrial,6642128,0.018,20335,112250,11.22,0,
CBRE,2025,Q,2,Omaha,Northeast,,Industrial,10707396,0.016,97920,0,6.51,0,
CBRE,2025,Q,2,Omaha,Northwest,,Industrial,6679189,0.005,11244,0,8.9,0,
CBRE,2025,Q,2,Omaha,Sarpy East,,Industrial,1886744,0,2035,0,5.98,0,
CBRE,2025,Q,2,Omaha,Sarpy West,,Industrial,23117947,0.046,29808,658544,7.5,81995,
CBRE,2025,Q,2,Omaha,South Central,,Industrial,20359376,0.013,28431,105000,9.01,0,
CBRE,2025,Q,2,Omaha,Southeast,,Industrial,8170898,0.001,3373,0,8,0,
CBRE,2025,Q,2,Omaha,Southwest,,Industrial,8787539,0.008,1470,10000,6.77,0,
CBRE,2025,Q,2,Omaha,Total,,Industrial,86351217,0.02,194616,885794,7.22,81995,
CBRE,2025,Q,2,Orlando,Lake,,Industrial,12836802,0.158,-65231,0,6.78,,
CBRE,2025,Q,2,Orlando,NE Orange,,Industrial,5444890,0.079,-60349,0,17.71,,
CBRE,2025,Q,2,Orlando,NW Orange,,Industrial,32270051,0.212,-242501,446454,8.09,,
CBRE,2025,Q,2,Orlando,Osceola,,Industrial,8109128,0.075,8937,220000,10.71,,
CBRE,2025,Q,2,Orlando,Seminole,,Industrial,17567624,0.06,-51391,10000,13.21,,
CBRE,2025,Q,2,Orlando,SE Orange,,Industrial,47462950,0.064,-41598,1980240,10.56,,
CBRE,2025,Q,2,Orlando,SW Orange,,Industrial,28546093,0.038,65438,0,11.28,,
CBRE,2025,Q,2,Orlando,Orlando Total,,Industrial,152237538,0.099,-386695,2656694,8.95,,
CBRE,2025,Q,2,PA I-78 I-81 Corridor,Chambersburg,,Industrial,36709004,0.094,0,409500,6.79,0,
CBRE,2025,Q,2,PA I-78 I-81 Corridor,Harrisburg/York,,Industrial,164700653,0.059,917188,1285902,8.16,995347,
CBRE,2025,Q,2,PA I-78 I-81 Corridor,Lehigh Valley,,Industrial,118521017,0.09,-179439,939095,11.52,174444,
CBRE,2025,Q,2,PA I-78 I-81 Corridor,Reading,,Industrial,59714671,0.094,-34804,1591000,8.86,0,
CBRE,2025,Q,2,PA I-78 I-81 Corridor,Hazleton/Schuylkill,,Industrial,38135582,0.154,-1282000,1348000,7.66,0,
CBRE,2025,Q,2,PA I-78 I-81 Corridor,Scranton,,Industrial,70918886,0.102,518345,418683,7.09,699847,
CBRE,2025,Q,2,PA I-78 I-81 Corridor,Lancaster,,Industrial,55684789,0.038,-202289,690248,8.74,0,
CBRE,2025,Q,2,PA I-78 I-81 Corridor,Total,,Industrial,544384602,0.082,-262999,6682428,9.04,1869638,
CBRE,2025,Q,2,Palm Beach,Boca Raton,,Industrial,7413431,0.049,-7727,0,16.18,0,
CBRE,2025,Q,2,Palm Beach,Boynton Beach,,Industrial,4525343,0.028,-6272,457396,17.29,0,
CBRE,2025,Q,2,Palm Beach,Delray Beach,,Industrial,2907748,0.036,-5318,269783,17.95,0,
CBRE,2025,Q,2,Palm Beach,Jupiter,,Industrial,1659179,0.012,4880,0,16.82,0,
CBRE,2025,Q,2,Palm Beach,Lake Worth,,Industrial,3910625,0.009,-3030,0,20.04,0,
CBRE,2025,Q,2,Palm Beach,PB Outlying,,Industrial,5154632,0.304,31404,0,13.08,0,
CBRE,2025,Q,2,Palm Beach,Riviera Beach,,Industrial,12573999,0.042,73723,0,18.53,50022,
CBRE,2025,Q,2,Palm Beach,West Palm Beach,,Industrial,14794524,0.065,-29384,0,15.32,0,
CBRE,2025,Q,2,Palm Beach,Total,,Industrial,52939481,0.07,58276,727179,14.9,50022,
CBRE,2025,Q,2,Philadelphia,Northern DE,,Industrial,33672951,0.082,17322,769770,11.23,0,
CBRE,2025,Q,2,Philadelphia,Southeast PA,,Industrial,214434658,0.085,53077,3129886,12.95,2349648,
CBRE,2025,Q,2,Philadelphia,Southern NJ,,Industrial,142274747,0.135,-328325,3157173,12.16,1236273,
CBRE,2025,Q,2,Philadelphia,Total,,Industrial,390382356,0.103,-257926,7056829,12.43,3585921,
CBRE,2025,Q,2,Phoenix,Northeast Valley,,Industrial,14055988,0.049,-823,305375,1.57,243360,
CBRE,2025,Q,2,Phoenix,Southeast Valley,,Industrial,102868482,0.146,2237194,4544082,1.26,1279325,
CBRE,2025,Q,2,Phoenix,Airport Area,,Industrial,74002902,0.047,-299883,1568430,1.14,0,
CBRE,2025,Q,2,Phoenix,Southwest Valley,,Industrial,198065070,0.151,2293836,3463914,0.84,311660,
CBRE,2025,Q,2,Phoenix,Northwest Valley,,Industrial,52823786,0.066,137081,662452,1.13,414864,
CBRE,2025,Q,2,Phoenix,Phoenix Total,,Industrial,441816228,0.119,4367405,10544253,1.08,2249209,
CBRE,2025,Q,2,Pittsburgh,Beaver County,,Industrial,10577499,0.023,120572,0,6.52,100000,
CBRE,2025,Q,2,Pittsburgh,Butler County,,Industrial,8531640,0.013,0,0,5.18,,
CBRE,2025,Q,2,Pittsburgh,City of Pittsburgh,,Industrial,13796043,0.065,0,0,9.36,,
CBRE,2025,Q,2,Pittsburgh,Cranberry,,Industrial,8334075,0.058,0,0,20.15,,
CBRE,2025,Q,2,Pittsburgh,East,,Industrial,9484534,0.133,0,0,5.87,,
CBRE,2025,Q,2,Pittsburgh,Northeast,,Industrial,13166915,0.035,-10000,0,13.54,,
CBRE,2025,Q,2,Pittsburgh,Northwest,,Industrial,5989205,0.02,59303,0,6.95,,
CBRE,2025,Q,2,Pittsburgh,South,,Industrial,9687493,0.003,29812,0,16,,
CBRE,2025,Q,2,Pittsburgh,Washington County,,Industrial,10948564,0.044,0,100000,6.39,,
CBRE,2025,Q,2,Pittsburgh,West,,Industrial,21426614,0.059,-20098,90277,9.87,,
CBRE,2025,Q,2,Pittsburgh,Westmoreland County,,Industrial,24783731,0.076,-39730,0,6.01,,
CBRE,2025,Q,2,Pittsburgh,Total,,Industrial,136726313,0.053,139859,190277,8.67,100000,
CBRE,2025,Q,2,Polk County,Polk East,,Warehouse/Distribution,18371650,0.106,-83232,0,6.88,,
CBRE,2025,Q,2,Polk County,Polk East,,Manufacturing,2906685,0.064,0,0,10,,
CBRE,2025,Q,2,Polk County,Polk East,,Industrial,21278335,0.1,-83232,0,7.1,,
CBRE,2025,Q,2,Polk County,Polk West,,Warehouse/Distribution,38551410,0.105,1033590,920278,7.81,,
CBRE,2025,Q,2,Polk County,Polk West,,R&D/Flex,542646,0.025,0,30000,15,,
CBRE,2025,Q,2,Polk County,Polk West,,Manufacturing,4676221,0.004,-3300,0,14.37,,
CBRE,2025,Q,2,Polk County,Polk West,,Industrial,43770277,0.093,1030290,950278,7.86,,
CBRE,2025,Q,2,Polk County,Polk County Total,,Warehouse/Distribution,56923060,0.105,950358,920278,7.46,,
CBRE,2025,Q,2,Polk County,Polk County Total,,R&D/Flex,542646,0.025,0,30000,15,,
CBRE,2025,Q,2,Polk County,Polk County Total,,Manufacturing,7582906,0.027,-3300,0,10.48,,
CBRE,2025,Q,2,Polk County,Polk County Total,,Industrial,65048612,0.096,947058,950278,7.56,,
CBRE,2025,Q,2,Portland,Northeast,,Industrial,51339189,0.079,-41990,57520,,789835,
CBRE,2025,Q,2,Portland,Northwest,,Industrial,39644570,0.096,-31504,0,,0,
CBRE,2025,Q,2,Portland,Southeast,,Industrial,30819392,0.037,-115399,347645,,0,
CBRE,2025,Q,2,Portland,Southwest,,Industrial,40466666,0.062,78673,442035,,407263,
CBRE,2025,Q,2,Portland,Sunset Corridor,,Industrial,29434462,0.024,-95937,389101,,201750,
CBRE,2025,Q,2,Portland,Clark County,,Industrial,28462886,0.075,135833,730813,,647762,
CBRE,2025,Q,2,Portland,Total,,Industrial,220167165,0.065,-70324,1967114,,2046610,
CBRE,2025,Q,2,Puget Sound,Seattle Close-In,Capitol Hill/E Seattle/Rainier,Industrial,1715883,0.131,8464,0,,,
CBRE,2025,Q,2,Puget Sound,Seattle Close-In,Downtown/Lake Union,Industrial,2302673,0.121,-1052,0,,,
CBRE,2025,Q,2,Puget Sound,Seattle Close-In,North Seattle/Interbay,Industrial,7036901,0.092,15716,0,,,
CBRE,2025,Q,2,Puget Sound,Seattle Close-In,South/West Seattle,Industrial,38482629,0.089,74104,0,,,
CBRE,2025,Q,2,Puget Sound,Seattle Close-In,,Industrial,49538086,0.093,241766,0,20.88,,
CBRE,2025,Q,2,Puget Sound,Kent Valley,Auburn,Industrial,28486593,0.049,69198,0,,,
CBRE,2025,Q,2,Puget Sound,Kent Valley,Federal Way,Industrial,3984490,0.346,-7461,0,,,
CBRE,2025,Q,2,Puget Sound,Kent Valley,Kent,Industrial,48887063,0.092,-283306,212077,,,
CBRE,2025,Q,2,Puget Sound,Kent Valley,Renton,Industrial,17051551,0.041,-225996,0,,,
CBRE,2025,Q,2,Puget Sound,Kent Valley,SeaTac,Industrial,6191071,0.078,80137,0,,,
CBRE,2025,Q,2,Puget Sound,Kent Valley,Sumner,Industrial,19411608,0.078,9227,1531179,,,
CBRE,2025,Q,2,Puget Sound,Kent Valley,Tukwila,Industrial,12232722,0.114,-465858,0,,,
CBRE,2025,Q,2,Puget Sound,Kent Valley,,Industrial,136245098,0.084,-765332,1743256,13.92,,
CBRE,2025,Q,2,Puget Sound,Tacoma,DuPont,Industrial,4635287,0.11,-17454,0,,,
CBRE,2025,Q,2,Puget Sound,Tacoma,Fife,Industrial,13462611,0.095,-89232,14000,,,
CBRE,2025,Q,2,Puget Sound,Tacoma,Frederickson,Industrial,16409095,0.169,141306,91728,,,
CBRE,2025,Q,2,Puget Sound,Tacoma,Gig Harbor,Industrial,757586,0.131,0,0,,,
CBRE,2025,Q,2,Puget Sound,Tacoma,Lakewood,Industrial,7386464,0.118,226694,0,,,
CBRE,2025,Q,2,Puget Sound,Tacoma,Port of Tacoma,Industrial,12343907,0.074,52324,0,,,
CBRE,2025,Q,2,Puget Sound,Tacoma,Puyallup,Industrial,8921181,0.132,-17622,463933,,,
CBRE,2025,Q,2,Puget Sound,Tacoma,Tacoma West,Industrial,5887222,0.045,47318,2145952,,,
CBRE,2025,Q,2,Puget Sound,Tacoma,,Industrial,69803353,0.113,308153,2715613,10.92,,
CBRE,2025,Q,2,Puget Sound,Eastside,Bellevue,Industrial,2030837,0.036,17135,0,,,
CBRE,2025,Q,2,Puget Sound,Eastside,Bothell,Industrial,2985818,0.14,-221384,0,,,
CBRE,2025,Q,2,Puget Sound,Eastside,I-90/Issaquah,Industrial,2652400,0.154,-19938,0,,,
CBRE,2025,Q,2,Puget Sound,Eastside,Kirkland,Industrial,2318166,0.029,16302,0,,,
CBRE,2025,Q,2,Puget Sound,Eastside,Marymoor,Industrial,3484130,0.055,-71029,0,,,
CBRE,2025,Q,2,Puget Sound,Eastside,Overlake,Industrial,704781,0.212,17520,0,,,
CBRE,2025,Q,2,Puget Sound,Eastside,Willows,Industrial,3864300,0.073,-60582,0,,,
CBRE,2025,Q,2,Puget Sound,Eastside,Woodinville,Industrial,6909081,0.052,-83822,0,,,
CBRE,2025,Q,2,Puget Sound,Eastside,,Industrial,24949513,0.078,84062,0,22.44,,
CBRE,2025,Q,2,Puget Sound,Northend,Everett,Industrial,11290301,0.113,419880,0,,,
CBRE,2025,Q,2,Puget Sound,Northend,Lynn/Ed/Mtlkterr,Industrial,2822803,0.087,60515,0,,,
CBRE,2025,Q,2,Puget Sound,Northend,Monroe,Industrial,2041027,0.071,-5125,0,,,
CBRE,2025,Q,2,Puget Sound,Northend,Mukilteo,Industrial,2980121,0.105,23951,0,,,
CBRE,2025,Q,2,Puget Sound,Northend,No Snohomish CO,Industrial,6251126,0.256,-56911,0,,,
CBRE,2025,Q,2,Puget Sound,Northend,,Industrial,25385378,0.141,263084,0,14.04,,
CBRE,2025,Q,2,Puget Sound,Thurston County,Lacey,Industrial,12476673,0.063,-44322,0,,,
CBRE,2025,Q,2,Puget Sound,Thurston County,Olympia Core,Industrial,822123,0,0,0,,,
CBRE,2025,Q,2,Puget Sound,Thurston County,Tumwater,Industrial,4731338,0.061,0,36000,,,
CBRE,2025,Q,2,Puget Sound,Thurston County,Outlying Thurston,Industrial,395220,0,0,0,,,
CBRE,2025,Q,2,Puget Sound,Thurston County,,Industrial,18425354,0.058,-44322,36000,9.12,,
CBRE,2025,Q,2,Puget Sound,Lewis County,,Industrial,5745292,0.019,0,0,,,
CBRE,2025,Q,2,Puget Sound,Puget Sound (3-county),,Total,305921428,0.096,131733,4458869,15.36,,
CBRE,2025,Q,2,Puget Sound,,,Whse/Bus Pk/Manuf,315177622,0.092,98283,4494869,14.64,,
CBRE,2025,Q,2,Puget Sound,,,Flex,9169160,0.166,-10872,0,21.84,,
CBRE,2025,Q,2,Puget Sound,Five-County Total,,Total,330092074,0.093,87411,4494869,15.12,,
CBRE,2025,Q,2,Reno,Central / Airport,,Industrial,10787157,0.052,18499,,0.94,,
CBRE,2025,Q,2,Reno,Central / Airport,,Bulk,8125683,0.053,9016,,0.91,,
CBRE,2025,Q,2,Reno,Central / Airport,,Flex,2661474,0.049,9483,,1,,
CBRE,2025,Q,2,Reno,East Valley,,Industrial,32475919,0.113,-71686,,0.77,,
CBRE,2025,Q,2,Reno,East Valley,,Bulk,32353232,0.113,-71686,,0.77,,
CBRE,2025,Q,2,Reno,East Valley,,Flex,122687,0,0,,,,
CBRE,2025,Q,2,Reno,North Valley,,Industrial,27695101,0.129,510443,,0.87,,
CBRE,2025,Q,2,Reno,North Valley,,Bulk,27466145,0.13,510443,,0.87,,
CBRE,2025,Q,2,Reno,North Valley,,Flex,228956,0,0,,,,
CBRE,2025,Q,2,Reno,South Reno,,Industrial,11246701,0.144,267285,,1.22,,
CBRE,2025,Q,2,Reno,South Reno,,Bulk,9262650,0.145,259537,,1.18,,
CBRE,2025,Q,2,Reno,South Reno,,Flex,1984051,0.041,7748,,1.4,,
CBRE,2025,Q,2,Reno,Sparks,,Industrial,31106039,0.105,131993,,0.74,,
CBRE,2025,Q,2,Reno,Sparks,,Bulk,28144775,0.113,147561,,0.74,,
CBRE,2025,Q,2,Reno,Sparks,,Flex,2961264,0.031,-15568,,1.24,,
CBRE,2025,Q,2,Reno,West Reno,,Industrial,3053123,0.132,3365,,0.86,,
CBRE,2025,Q,2,Reno,West Reno,,Bulk,2644063,0.152,0,,0.85,,
CBRE,2025,Q,2,Reno,West Reno,,Flex,409060,0.005,3365,,1.5,,
CBRE,2025,Q,2,Reno,Reno Market Total,,Industrial,116889312,0.112,859899,1900000,0.83,,
CBRE,2025,Q,2,Reno,Reno Market Total,,Bulk,108562167,0.117,854871,,0.81,,
CBRE,2025,Q,2,Reno,Reno Market Total,,Flex,8327145,0.036,5028,,1.17,,
CBRE,2025,Q,2,Richmond,Northeast,,Warehouse,22419788,0.031,124161,1400000,8.69,,
CBRE,2025,Q,2,Richmond,Northwest,,Warehouse,22287394,0.084,5090,3687965,7.86,,
CBRE,2025,Q,2,Richmond,Southeast,,Warehouse,49663427,0.02,-131210,3476444,7.69,,
CBRE,2025,Q,2,Richmond,Southwest,,Warehouse,36114914,0.017,441376,501224,7.37,,
CBRE,2025,Q,2,Richmond,Total,,Warehouse,130485523,0.032,194430,9065633,7.81,,
CBRE,2025,Q,2,Richmond,Northeast,,Flex,1938534,0.105,3653,,12.55,,
CBRE,2025,Q,2,Richmond,Northwest,,Flex,5263655,0.034,62362,,12.57,,
CBRE,2025,Q,2,Richmond,Southeast,,Flex,1166395,0.104,4124,,11.44,,
CBRE,2025,Q,2,Richmond,Southwest,,Flex,3055521,0.024,-3349,,9.98,,
CBRE,2025,Q,2,Richmond,Total,,Flex,11424105,0.051,66790,,12.07,,
CBRE,2025,Q,2,Richmond,Northeast,,Overall,24358322,0.037,127814,1400000,9.54,,
CBRE,2025,Q,2,Richmond,Northwest,,Overall,27551049,0.075,77154,3687965,8.42,,
CBRE,2025,Q,2,Richmond,Southeast,,Overall,50829822,0.022,-113586,3476444,7.96,,
CBRE,2025,Q,2,Richmond,Southwest,,Overall,39170435,0.018,422611,501224,7.49,,
CBRE,2025,Q,2,Richmond,Total,,Overall,141909628,0.034,261220,9065633,8.25,,
CBRE,2025,Q,2,Sacramento,Auburn/Newcastle,,Industrial,3051504,0.028,6118,,0.64,,
CBRE,2025,Q,2,Sacramento,Davis/Woodland,,Industrial,18039535,0.056,-121532,,0.67,,
CBRE,2025,Q,2,Sacramento,Downtown/Midtown/East Sac,,Industrial,5169388,0.011,0,,0.88,,
CBRE,2025,Q,2,Sacramento,Folsom/El Dorado,,Industrial,5008830,0.05,-19082,,1.25,,
CBRE,2025,Q,2,Sacramento,Elk Grove/Laguna/Galt,,Industrial,8310919,0.012,27553,,1.2,,
CBRE,2025,Q,2,Sacramento,I-80/Roseville Rd,,Industrial,11049261,0.025,-54697,,1,,
CBRE,2025,Q,2,Sacramento,Lincoln,,Industrial,3932024,0.07,81600,,0.81,,
CBRE,2025,Q,2,Sacramento,McClellan Park,,Industrial,8004222,0.054,-9501,,0.58,,
CBRE,2025,Q,2,Sacramento,Northeast Sacramento,,Industrial,7042745,0.042,-22351,,0.9,,
CBRE,2025,Q,2,Sacramento,Northgate/Natomas,,Industrial,27855377,0.103,-20396,,0.88,,
CBRE,2025,Q,2,Sacramento,Power Inn,,Industrial,29297010,0.037,-77827,,0.79,,
CBRE,2025,Q,2,Sacramento,Rancho Cordova/Hwy 50,,Industrial,21194779,0.074,-50580,,0.84,,
CBRE,2025,Q,2,Sacramento,Richards,,Industrial,4863386,0.02,57422,,0.97,,
CBRE,2025,Q,2,Sacramento,Roseville/Rocklin,,Industrial,17794383,0.049,-330289,,1.02,,
CBRE,2025,Q,2,Sacramento,South Sacramento,,Industrial,5567160,0.05,-32385,,1.22,,
CBRE,2025,Q,2,Sacramento,West Sacramento,,Industrial,25410637,0.056,23571,,0.83,,
CBRE,2025,Q,2,Sacramento,Market Total,,Industrial,201591160,0.054,-542376,,0.86,,
CBRE,2025,Q,2,Salt Lake City,Northwest,,Industrial,108119557,0.08,20610,1792293,0.77,339845,
CBRE,2025,Q,2,Salt Lake City,Northwest,Airport,Industrial,26737441,0.091,-135040,1489987,0.74,,
CBRE,2025,Q,2,Salt Lake City,Northwest,California Ave,Industrial,58484596,0.086,131934,302360,0.77,365845,
CBRE,2025,Q,2,Salt Lake City,Northwest,West Valley,Industrial,22897520,0.053,23716,,0.81,,
CBRE,2025,Q,2,Salt Lake City,Northeast,,Industrial,36615127,0.018,-83181,,0.81,,
CBRE,2025,Q,2,Salt Lake City,Northeast,Downtown,Industrial,15160006,0.021,-45687,,0.78,,
CBRE,2025,Q,2,Salt Lake City,Northeast,Murray,Industrial,3885648,0.033,3874,,0.72,,
CBRE,2025,Q,2,Salt Lake City,Northeast,South Salt Lake,Industrial,17569473,0.012,-37494,,0.91,,
CBRE,2025,Q,2,Salt Lake City,South Valley,,Industrial,26824959,0.066,385544,290642,0.85,318129,
CBRE,2025,Q,2,Salt Lake City,South Valley,Bluffdale,Industrial,2881389,0.064,138678,,1.06,284729,
CBRE,2025,Q,2,Salt Lake City,South Valley,Draper,Industrial,4797767,0.02,38447,,1.16,,
CBRE,2025,Q,2,Salt Lake City,South Valley,Sandy,Industrial,5731020,0.016,20510,,0.96,,
CBRE,2025,Q,2,Salt Lake City,South Valley,West Jordan,Industrial,13414783,0.104,187909,290642,0.79,33400,
CBRE,2025,Q,2,Salt Lake City,Total,,Industrial,171559643,0.065,322973,2082989,0.79,683974,
CBRE,2025,Q,2,San Antonio,CBD,,Industrial,2152612,0.089,,,7.54,,
CBRE,2025,Q,2,San Antonio,North Central,,Industrial,12580292,0.076,135830,,12.44,,
CBRE,2025,Q,2,San Antonio,Northeast,,Industrial,85117568,0.136,656320,1350423,7.58,,
CBRE,2025,Q,2,San Antonio,Northwest,,Industrial,16264438,0.059,-46079,0,12.16,,
CBRE,2025,Q,2,San Antonio,South,,Industrial,25521645,0.047,-166514,1614183,7.94,,
CBRE,2025,Q,2,San Antonio,San Antonio Total,,Industrial,141636555,0.105,498402,2964606,8.48,,
CBRE,2025,Q,2,San Antonio,CBD,,DISTRIBUTION/LOGISTICS,1142348,0.019,-2400,,12.27,21228,
CBRE,2025,Q,2,San Antonio,North Central,,DISTRIBUTION/LOGISTICS,7727873,0.079,145779,,,,
CBRE,2025,Q,2,San Antonio,Northeast,,DISTRIBUTION/LOGISTICS,68209270,0.163,687293,,7.49,,
CBRE,2025,Q,2,San Antonio,Northwest,,DISTRIBUTION/LOGISTICS,10200583,0.069,-22711,,8.42,,
CBRE,2025,Q,2,San Antonio,South,,DISTRIBUTION/LOGISTICS,17842481,0.067,-161280,,7.6,,
CBRE,2025,Q,2,San Antonio,San Antonio Total,,DISTRIBUTION/LOGISTICS,105122555,0.13,646681,,7.76,,
CBRE,2025,Q,2,San Diego,Central San Diego,,Industrial,64488900,0.057,-450719,0,1.83,,1060611
CBRE,2025,Q,2,San Diego,East County,,Industrial,15811112,0.026,-10037,0,1.48,,83324
CBRE,2025,Q,2,San Diego,North County,,Industrial,51559223,0.06,9821,191426,1.4,,900529
CBRE,2025,Q,2,San Diego,South San Diego,,Industrial,40815811,0.1,-104573,2535574,1.37,,675502
CBRE,2025,Q,2,San Diego,Southwest Riverside,,Industrial,15329914,0.039,371386,0,1.3,181113,84641
CBRE,2025,Q,2,San Diego,Total,,Industrial,188004960,0.063,25024,2727000,1.53,181113,2804607
CBRE,2025,Q,2,San Francisco Peninsula,North County,Daly City,Industrial,1188901,0,0,,1.57,,
CBRE,2025,Q,2,San Francisco Peninsula,North County,Brisbane,Industrial,4497708,0.032,-2950,,1.71,,
CBRE,2025,Q,2,San Francisco Peninsula,North County,South San Francisco,Industrial,15501262,0.076,-237835,,1.76,,
CBRE,2025,Q,2,San Francisco Peninsula,North County,San Bruno,Industrial,316342,0,0,,1.9,,
CBRE,2025,Q,2,San Francisco Peninsula,North County,Millbrae,Industrial,110582,0.196,0,,1.9,,
CBRE,2025,Q,2,San Francisco Peninsula,North County,Burlingame,Industrial,3983171,0.082,-8660,,1.85,,
CBRE,2025,Q,2,San Francisco Peninsula,North County Total,,Industrial,25597966,0.065,-249445,,1.79,,
CBRE,2025,Q,2,San Francisco Peninsula,Central County,San Mateo,Industrial,618880,0.075,-1898,,2.03,,
CBRE,2025,Q,2,San Francisco Peninsula,Central County,Foster City,Industrial,21600,0.907,0,,2.05,,
CBRE,2025,Q,2,San Francisco Peninsula,Central County,Belmont,Industrial,574730,0.006,7515,,2.15,,
CBRE,2025,Q,2,San Francisco Peninsula,Central County,San Carlos,Industrial,2712063,0.045,-13538,,2.1,,
CBRE,2025,Q,2,San Francisco Peninsula,Central County,Redwood City,Industrial,3014829,0.048,-5661,,2.21,,
CBRE,2025,Q,2,San Francisco Peninsula,Central County Total,,Industrial,6942102,0.048,-13582,,2.18,,
CBRE,2025,Q,2,San Francisco Peninsula,South County,Menlo Park,Industrial,1761021,0.073,-56223,,2.18,,
