Broker,Year,Period_Type,Period_Number,Market,Submarket,Secondary Submarket,Property Type,Inventory SF,Vacancy Q,Net Absorption Q,Under Construction Q,Asking Rent Q,Delivered Q,Leasing Activity Q
CBRE,2025,Q,2,Greensboro Winston-Salem,Southeast Guilford,,Flex,234047,0.021,-5000,,9,,
CBRE,2025,Q,2,Greensboro Winston-Salem,High Point/SW Guilford,,Flex,388073,0.13,10705,,13.89,,
CBRE,2025,Q,2,Greensboro Winston-Salem,North Forsyth,,Flex,706952,0.087,-1450,,11.12,,
CBRE,2025,Q,2,Greensboro Winston-Salem,Kernersville,,Flex,612010,0.145,-10798,,11.66,,
CBRE,2025,Q,2,Greensboro Winston-Salem,West Forsyth,,Flex,293291,0.143,1374,,9.72,,
CBRE,2025,Q,2,Greensboro Winston-Salem,Southeast Forsyth,,Flex,78178,,,,,,
CBRE,2025,Q,2,Greensboro Winston-Salem,Flex Totals,,Flex,5884989,0.08,29714,,11.13,,
CBRE,2025,Q,2,Greensboro Winston-Salem,Industrial Totals,,Industrial,130746885,0.078,552894,999780,6.57,,
CBRE,2025,Q,2,Greenville Spartanburg,Anderson County,,Industrial,29464111,0.051,594620,0,4.19,,
CBRE,2025,Q,2,Greenville Spartanburg,Cherokee County,,Industrial,2752353,0.202,0,0,,,
CBRE,2025,Q,2,Greenville Spartanburg,Central Greenville,,Industrial,15814214,0.076,-167156,0,6.33,,
CBRE,2025,Q,2,Greenville Spartanburg,I-385 South,,Industrial,23108134,0.052,-120937,146367,6.62,,
CBRE,2025,Q,2,Greenville Spartanburg,I-85 East,,Industrial,10248083,0.051,10055,0,5.74,,
CBRE,2025,Q,2,Greenville Spartanburg,I-85 West,,Industrial,25688956,0.032,159315,40600,6.28,,
CBRE,2025,Q,2,Greenville Spartanburg,Taylors-Greer,,Industrial,16719065,0.028,0,0,3.93,,
CBRE,2025,Q,2,Greenville Spartanburg,Travelers Rest,,Industrial,3593330,0.005,0,0,7.25,,
CBRE,2025,Q,2,Greenville Spartanburg,Greenville County,,Industrial,95171782,0.045,-118723,186967,6.11,,
CBRE,2025,Q,2,Greenville Spartanburg,Laurens County,,Industrial,14241093,0.053,0,0,,,
CBRE,2025,Q,2,Greenville Spartanburg,Pickens,,Industrial,2330591,0.024,0,495340,9,,
CBRE,2025,Q,2,Greenville Spartanburg,Spartanburg East,,Industrial,25679929,0.116,-81040,0,5.42,,
CBRE,2025,Q,2,Greenville Spartanburg,Spartanburg West,,Industrial,77365875,0.115,1551204,951004,6.13,,
CBRE,2025,Q,2,Greenville Spartanburg,Spartanburg County,,Industrial,103045804,0.115,1470164,951004,5.9,,
CBRE,2025,Q,2,Greenville Spartanburg,Market Total,,Industrial,247005734,0.0768,2188481,1633311,5.8,,
CBRE,2025,Q,2,Greenville Spartanburg,Market Total,,Manufacturing,103090010,0.025,-189697,,4.55,,
CBRE,2025,Q,2,Greenville Spartanburg,Market Total,,R&D/Flex,7532734,0.079,40601,,7.62,,
CBRE,2025,Q,2,Greenville Spartanburg,Market Total,,Warehouse/Distribution,136382990,0.116,2337577,1633311,5.96,,
CBRE,2025,Q,2,Greenville Spartanburg,Market Total,,Class A Warehouse,72636272,0.17,2701710,1633311,6.11,,
CBRE,2025,Q,2,Greenville Spartanburg,Market Total,,Class B Warehouse,34061290,0.032,-147312,0,5.61,,
CBRE,2025,Q,2,Hartford,Hartford East,,Industrial,20934368,0.082,-201417,,5.71,0,
CBRE,2025,Q,2,Hartford,Hartford North,,Industrial,33278082,0.086,-746108,250240,8.31,0,
CBRE,2025,Q,2,Hartford,Hartford South,,Industrial,11797361,0.055,3950,,7.5,0,
CBRE,2025,Q,2,Hartford,Hartford West,,Industrial,10297545,0.041,66760,,7.99,0,
CBRE,2025,Q,2,Hartford,Periphery Downtown,,Industrial,4448145,0.017,32500,,10.87,0,
CBRE,2025,Q,2,Hartford,Hartford,,Distribution/Logistics,70479887,0.076,-814150,250240,7.89,0,
CBRE,2025,Q,2,Hartford,Hartford,,Manufacturing,2551831,0.016,-11264,,4.84,0,
CBRE,2025,Q,2,Hartford,Hartford,,R&D / Flex,5954468,0.053,-18901,,9.45,0,
CBRE,2025,Q,2,Hartford,Hartford,,Other Industrial,1769315,0.01,0,,8,0,
CBRE,2025,Q,2,Hartford,Hartford Total,,Industrial,80755501,0.071,-844315,250240,7.53,0,
CBRE,2025,Q,2,Hawaii,Big Island,,Industrial,6122014,0.019,-28887,0,1.31,0,
CBRE,2025,Q,2,Hawaii,Central Oahu,,Industrial,10239127,0.015,-6634,0,1.8,0,
CBRE,2025,Q,2,Hawaii,East Honolulu,,Industrial,2205371,0.035,6428,0,2.11,0,
CBRE,2025,Q,2,Hawaii,Kauai,,Industrial,1778669,0.007,-4930,0,2.15,0,
CBRE,2025,Q,2,Hawaii,Maui,,Industrial,8176514,0.021,3101,0,2.38,0,
CBRE,2025,Q,2,Hawaii,West Honolulu,,Industrial,18613737,0.021,12112,0,1.65,0,
CBRE,2025,Q,2,Hawaii,West Oahu,,Industrial,6567688,0.013,140107,313260,1.57,108617,
CBRE,2025,Q,2,Hawaii,Windward,,Industrial,1064896,0.002,0,0,,0,
CBRE,2025,Q,2,Hawaii,Total,,Industrial,54768016,0.018,121297,313260,1.83,108617,
CBRE,2025,Q,2,Houston,CBD,,Industrial,45230542,0.037,225007,251444,7.8,0,
CBRE,2025,Q,2,Houston,North,,Industrial,111437866,0.068,377370,2112170,9.48,0,
CBRE,2025,Q,2,Houston,Northeast,,Industrial,42934080,0.093,-190404,1842520,9.72,0,
CBRE,2025,Q,2,Houston,Northwest,,Industrial,139975658,0.045,915379,3993482,10.08,537375,
CBRE,2025,Q,2,Houston,South,,Industrial,34715301,0.042,74892,1887416,14.16,245230,
CBRE,2025,Q,2,Houston,Southeast,,Industrial,115477826,0.073,289184,4711992,7.8,192660,
CBRE,2025,Q,2,Houston,Southwest,,Industrial,84564510,0.054,558475,1810324,12.48,661680,
CBRE,2025,Q,2,Houston,West,,Industrial,31964582,0.113,489775,1136666,14.52,0,
CBRE,2025,Q,2,Houston,Total,,Industrial,606300365,0.062,2739678,17806041,10.2,1636945,
CBRE,2025,Q,2,Jacksonville,Downtown,,Industrial,1029331,0.045,0,0,,,
CBRE,2025,Q,2,Jacksonville,Beaches,,Industrial,188007,0.014,0,0,16,,
CBRE,2025,Q,2,Jacksonville,Northside,,Industrial,47440967,0.063,-248163,2437184,8.93,,
CBRE,2025,Q,2,Jacksonville,Southside,,Industrial,22893847,0.078,54447,0,9.17,,
CBRE,2025,Q,2,Jacksonville,Westside,,Industrial,53508598,0.078,294842,1893239,7.68,,
CBRE,2025,Q,2,Jacksonville,Clay County,,Industrial,3270873,0.051,309360,0,11.3,,
CBRE,2025,Q,2,Jacksonville,St. Johns County,,Industrial,2836493,0.319,130658,1077549,11.02,,
CBRE,2025,Q,2,Jacksonville,Jacksonville Total,,Manufacturing,19302251,0.013,341600,231000,6.57,,
CBRE,2025,Q,2,Jacksonville,Jacksonville Total,,Warehouse/Distribution,102751115,0.088,224585,5176972,8.38,,
CBRE,2025,Q,2,Jacksonville,Jacksonville Total,,R&D/Flex,9114750,0.088,-25041,0,11.7,,
CBRE,2025,Q,2,Jacksonville,Jacksonville Total,,Industrial,131168116,0.077,541144,5407972,8.69,,
CBRE,2025,Q,2,Kansas City,Cass,,Industrial,4493695,0.033,0,555871,5.75,0,
CBRE,2025,Q,2,Kansas City,Clay,,Industrial,50850582,0.022,-199070,306556,5.23,0,
CBRE,2025,Q,2,Kansas City,Jackson,,Industrial,93444196,0.05,782889,300000,5.22,320000,
CBRE,2025,Q,2,Kansas City,Johnson,,Industrial,81797613,0.057,-218935,954915,5.97,200194,
CBRE,2025,Q,2,Kansas City,Platte,,Industrial,18685377,0.099,863509,526502,5.5,1536045,
CBRE,2025,Q,2,Kansas City,Wyandotte,,Industrial,41772045,0.023,73510,879348,5.79,283215,
CBRE,2025,Q,2,Kansas City,Total,,Industrial,291043508,0.046,1301903,3523192,5.57,2339454,
CBRE,2025,Q,2,Las Vegas,Airport,,Industrial,14816520,0.04,43401,,1.34,,
CBRE,2025,Q,2,Las Vegas,Apex,,Industrial,6420655,0.592,,,793614,,
CBRE,2025,Q,2,Las Vegas,Central,,Industrial,8174828,0.016,-8257,,0.97,,
CBRE,2025,Q,2,Las Vegas,Henderson,,Industrial,24425424,0.1,112648,3780526,1.24,,
CBRE,2025,Q,2,Las Vegas,North Las Vegas,,Industrial,77944153,0.113,503688,1354924,0.97,1217027,
CBRE,2025,Q,2,Las Vegas,Southwest,,Industrial,48664962,0.043,277493,1384504,1.29,378376,
CBRE,2025,Q,2,Las Vegas,Total,,Industrial,180446542,0.099,928973,7313568,1.13,1595403,
CBRE,2025,Q,2,Long Island,Central Suffolk,,Industrial,39478972,0.074,498208,650970,16.81,0,
CBRE,2025,Q,2,Long Island,Eastern Nassau,,Industrial,20370892,0.068,47929,0,20.67,0,
CBRE,2025,Q,2,Long Island,Eastern Suffolk,,Industrial,9912278,0.115,99856,0,18.26,0,
CBRE,2025,Q,2,Long Island,Western Nassau,,Industrial,15430756,0.069,-87552,129485,21.97,0,
CBRE,2025,Q,2,Long Island,Western Suffolk,,Industrial,20663469,0.038,79042,0,16.74,0,
CBRE,2025,Q,2,Long Island,Total,,Industrial,105856367,0.069,637483,780455,18.66,0,
CBRE,2025,Q,2,Louisville,Bluegrass,,Industrial,8704304,0.014,15000,321660,6.75,0,
CBRE,2025,Q,2,Louisville,Bullitt County,,Industrial,24788582,0.029,631336,1452419,6.36,0,
CBRE,2025,Q,2,Louisville,Downtown,,Industrial,12552726,0.032,-54681,0,3.85,0,
CBRE,2025,Q,2,Louisville,Northeast,,Industrial,11310241,0.01,-58620,0,7.95,0,
CBRE,2025,Q,2,Louisville,Riverport,,Industrial,18932781,0.035,-4752,342720,5.63,0,
CBRE,2025,Q,2,Louisville,Shelby County,,Industrial,8850307,0.061,0,1457240,6.18,0,
CBRE,2025,Q,2,Louisville,Southern Indiana,,Industrial,33976886,0.052,-27225,3425948,6.24,198408,
CBRE,2025,Q,2,Louisville,Southside,,Industrial,61005625,0.042,-398956,181950,6.72,0,
CBRE,2025,Q,2,Louisville,Total,,Industrial,180121452,0.038,102102,7181937,6.26,198408,
CBRE,2025,Q,2,McAllen,McAllen,,Industrial,,0.039,6162,,8.22,,
CBRE,2025,Q,2,McAllen,Pharr,,Industrial,,0.042,9439,1340867,9.21,,
CBRE,2025,Q,2,McAllen,Edinburg,,Industrial,,0.005,,,,,
CBRE,2025,Q,2,McAllen,Hidalgo,,Industrial,,0.032,,,,,
CBRE,2025,Q,2,McAllen,Mission,,Industrial,,,,,,,
CBRE,2025,Q,2,McAllen,Weslaco,,Industrial,,,17944,,7.18,,
CBRE,2025,Q,2,McAllen,McAllen Total,,Class A,,0.061,20689,1340867,8.58,,
CBRE,2025,Q,2,McAllen,McAllen Total,,Class B,,0.006,4556,,7.87,,
CBRE,2025,Q,2,McAllen,McAllen Total,,Industrial,,0.03,33545,1340867,8.43,,
CBRE,2025,Q,2,Memphis,Desoto County,,Bulk Warehouse,68899329,0.111,-602136,0,4.41,,
CBRE,2025,Q,2,Memphis,Desoto County,,Standard Distribution,6665965,0.001,26500,0,6.82,,
CBRE,2025,Q,2,Memphis,Desoto County,,Service Center,339343,0,0,0,12.45,,
CBRE,2025,Q,2,Memphis,Desoto County,,Industrial,75904637,0.101,-575636,0,4.68,,
CBRE,2025,Q,2,Memphis,Fayette County,,Bulk Warehouse,6927411,0.072,0,0,,,
CBRE,2025,Q,2,Memphis,Fayette County,,Standard Distribution,1205712,0,0,0,6,,
CBRE,2025,Q,2,Memphis,Fayette County,,Service Center,37500,0,0,0,,,
CBRE,2025,Q,2,Memphis,Fayette County,,Industrial,8170623,0.061,0,0,6,,
CBRE,2025,Q,2,Memphis,Marshall County,,Bulk Warehouse,21135096,0.147,-63953,2000000,4.66,,
CBRE,2025,Q,2,Memphis,Marshall County,,Standard Distribution,769642,0,0,138000,3.45,,
CBRE,2025,Q,2,Memphis,Marshall County,,Service Center,63006,0.086,-5400,0,12.44,,
CBRE,2025,Q,2,Memphis,Marshall County,,Industrial,21967744,0.141,-69353,2138000,4.8,,
CBRE,2025,Q,2,Memphis,Northeast,,Bulk Warehouse,3750903,0.017,0,0,7.57,,
CBRE,2025,Q,2,Memphis,Northeast,,Standard Distribution,8176900,0.031,20000,0,9.87,,
CBRE,2025,Q,2,Memphis,Northeast,,Service Center,2891977,0.035,39800,0,10.56,,
CBRE,2025,Q,2,Memphis,Northeast,,Industrial,14819780,0.027,59800,0,9.58,,
CBRE,2025,Q,2,Memphis,Northwest,,Bulk Warehouse,19905891,0.046,0,0,3.72,,
CBRE,2025,Q,2,Memphis,Northwest,,Standard Distribution,8489325,0.041,0,0,5.03,,
CBRE,2025,Q,2,Memphis,Northwest,,Service Center,518996,0.017,0,0,7,,
CBRE,2025,Q,2,Memphis,Northwest,,Industrial,28914212,0.043,0,0,4.06,,
CBRE,2025,Q,2,Memphis,Southeast,,Bulk Warehouse,80311881,0.089,828400,200880,4.18,,
CBRE,2025,Q,2,Memphis,Southeast,,Standard Distribution,26862495,0.06,128098,0,4.09,,
CBRE,2025,Q,2,Memphis,Southeast,,Service Center,2957586,0.071,0,530000,6.3,,
CBRE,2025,Q,2,Memphis,Southeast,,Industrial,110131962,0.082,956498,730880,4.43,,
CBRE,2025,Q,2,Memphis,Southwest,,Bulk Warehouse,20720853,0.018,71134,0,2.25,,
CBRE,2025,Q,2,Memphis,Southwest,,Standard Distribution,23691745,0.048,0,0,3.75,,
CBRE,2025,Q,2,Memphis,Southwest,,Service Center,1531001,0.066,0,0,6.94,,
CBRE,2025,Q,2,Memphis,Southwest,,Industrial,45943599,0.035,71134,0,3.77,,
CBRE,2025,Q,2,Memphis,Memphis MSA,,Bulk Warehouse,221651364,0.089,33445,2200880,4.33,,
CBRE,2025,Q,2,Memphis,Memphis MSA,,Standard Distribution,75861784,0.044,174598,138000,5.4,,
CBRE,2025,Q,2,Memphis,Memphis MSA,,Service Center,8339409,0.051,34400,530000,7.97,,
CBRE,2025,Q,2,Memphis,Memphis MSA,,Total,305852557,0.077,442443,2868880,4.6,,
CBRE,2025,Q,2,Miami,Airport/Doral,,Industrial,61118249,0.055,-103662,1722549,18,328870,
CBRE,2025,Q,2,Miami,Central Dade,,Industrial,39593944,0.049,-106497,107632,13.44,0,
CBRE,2025,Q,2,Miami,Hialeah,,Industrial,16987818,0.077,-81449,0,16.9,0,
CBRE,2025,Q,2,Miami,Kendall/Tamiami,,Industrial,14281820,0.038,-14283,0,18.63,0,
CBRE,2025,Q,2,Miami,Medley,,Industrial,47621171,0.075,49313,562260,17.31,198112,
CBRE,2025,Q,2,Miami,Miami Lakes,,Industrial,19565416,0.102,304784,653332,15,492038,
CBRE,2025,Q,2,Miami,North Central Dade,,Industrial,40567769,0.08,5489,0,15,374419,
CBRE,2025,Q,2,Miami,Northeast Dade,,Industrial,2686371,0.019,400,0,12.5,0,
CBRE,2025,Q,2,Miami,Out of Submarket,,Industrial,1389117,0.006,0,0,,0,
CBRE,2025,Q,2,Miami,South Dade,,Industrial,4728569,0.046,-669,265318,16.5,0,
CBRE,2025,Q,2,Miami,Total,,Industrial,248540244,0.0657,53426,3311091,15.88,1393439,
CBRE,2025,Q,2,Midwest,Chicago,,Industrial,1051797317,0.051,1120438,9713312,8.66,1995690,12000000
CBRE,2025,Q,2,Midwest,Cincinnati,,Industrial,302842623,0.062,365781,2345728,6.31,725000,4000000
CBRE,2025,Q,2,Midwest,Cleveland,,Industrial,245269761,0.033,-138015,990000,5.35,0,300000
CBRE,2025,Q,2,Midwest,Columbus,,Industrial,305774312,0.074,890564,2170327,6.18,225000,4600000
CBRE,2025,Q,2,Midwest,Des Moines,,Industrial,67460567,0.072,1068076,0,6.85,397000,400000
CBRE,2025,Q,2,Midwest,Detroit,,Industrial,433218637,0.036,741429,1730316,7.89,0,1200000
CBRE,2025,Q,2,Midwest,Indianapolis,,Industrial,344998642,0.109,1568182,2088411,5.96,746672,3800000
CBRE,2025,Q,2,Midwest,Kansas City,,Industrial,291043508,0.046,1301903,3523192,5.57,2339454,4100000
CBRE,2025,Q,2,Midwest,Louisville,,Industrial,180121452,0.038,102102,7181937,6.26,198408,1800000
CBRE,2025,Q,2,Midwest,Milwaukee,,Industrial,307431628,0.056,1341331,2089135,5.72,1734601,3000000
CBRE,2025,Q,2,Midwest,Minneapolis/St. Paul,,Industrial,321608286,0.04,528351,3517819,9.87,1118560,1500000
CBRE,2025,Q,2,Midwest,Omaha,,Industrial,86351217,0.02,194616,885794,7.22,81995,400000
CBRE,2025,Q,2,Midwest,Pittsburgh,,Industrial,136726313,0.053,139859,190277,8.67,100000,200000
CBRE,2025,Q,2,Midwest,St. Louis,,Industrial,211234214,0.053,-68499,3278298,5.67,357056,400000
CBRE,2025,Q,2,Midwest,Midwest Total,,Industrial,4403434672,0.055,10857710,39704546,7.22,10019436,33300000
CBRE,2025,Q,2,Milwaukee,Kenosha,,Industrial,50793535,0.117,810543,400107,5.47,964565,
CBRE,2025,Q,2,Milwaukee,Milwaukee Downtown,,Industrial,10080223,0.071,0,0,6.63,0,
CBRE,2025,Q,2,Milwaukee,Milwaukee North Central,,Industrial,10475121,0.025,96854,0,3.82,0,
CBRE,2025,Q,2,Milwaukee,Milwaukee North Shore,,Industrial,5442078,0.012,0,0,5.97,0,
CBRE,2025,Q,2,Milwaukee,Milwaukee Northwest,,Industrial,21023229,0.042,-59528,0,5.15,0,
CBRE,2025,Q,2,Milwaukee,Milwaukee South,,Industrial,32522335,0.035,168953,437000,6.03,50000,
CBRE,2025,Q,2,Milwaukee,Milwaukee South Central,,Industrial,11883641,0.12,2500,202213,6.72,0,
CBRE,2025,Q,2,Milwaukee,Milwaukee West,,Industrial,12109642,0.16,50000,50000,8.4,0,
CBRE,2025,Q,2,Milwaukee,Ozaukee,,Industrial,10731545,0.051,-316750,0,5.32,0,
CBRE,2025,Q,2,Milwaukee,Racine,,Industrial,30859441,0.088,230393,0,5.56,419636,
CBRE,2025,Q,2,Milwaukee,Sheboygan,,Industrial,17397449,0,0,50000,,0,
CBRE,2025,Q,2,Milwaukee,Walworth,,Industrial,10137737,0.004,0,0,3.89,0,
CBRE,2025,Q,2,Milwaukee,Washington,,Industrial,21123727,0.049,70000,233450,6.38,70000,
CBRE,2025,Q,2,Milwaukee,Waukesha Northeast,,Industrial,17417902,0.001,128000,142459,6.35,128000,
CBRE,2025,Q,2,Milwaukee,Waukesha Northwest,,Industrial,18391296,0.01,0,289106,6.59,0,
CBRE,2025,Q,2,Milwaukee,Waukesha Southeast,,Industrial,13719481,0.005,80089,58000,6.87,0,
CBRE,2025,Q,2,Milwaukee,Waukesha Southwest,,Industrial,13323246,0.008,80277,226800,6,102400,
CBRE,2025,Q,2,Milwaukee,Total,,Industrial,307431628,0.056,1341331,2089135,5.72,1734601,
CBRE,2025,Q,2,Minneapolis,East,,Industrial,20482847,0.096,95645,225550,10.03,0,
CBRE,2025,Q,2,Minneapolis,Midway,,Industrial,25857727,0.031,-57199,0,7.49,0,
CBRE,2025,Q,2,Minneapolis,Minneapolis,,Industrial,18874670,0.022,-3077,0,10.11,0,
CBRE,2025,Q,2,Minneapolis,North Central,,Industrial,48520734,0.025,121998,639396,9.58,337248,
CBRE,2025,Q,2,Minneapolis,Northwest,,Industrial,78189793,0.037,165972,782120,11.01,399312,
CBRE,2025,Q,2,Minneapolis,South Central,,Industrial,50235249,0.03,112125,874732,7.77,382000,
CBRE,2025,Q,2,Minneapolis,Southwest,,Industrial,66416180,0.055,101138,821021,10.02,0,
CBRE,2025,Q,2,Minneapolis,St Paul,,Industrial,13031086,0.041,-8251,175000,6.91,0,
CBRE,2025,Q,2,Minneapolis,Total,,Industrial,321608286,0.04,528351,3517819,9.87,1118560,
CBRE,2025,Q,2,Napa Solano,Napa,Napa,Industrial,9334265,0.037,-94309,,1.17,,22965
CBRE,2025,Q,2,Napa Solano,Napa,Napa,Warehouse/Distribution,6570513,0.038,-94209,,1.03,,19465
CBRE,2025,Q,2,Napa Solano,Napa,Napa,Manufacturing,917450,0.047,3500,,1.33,,3500
CBRE,2025,Q,2,Napa Solano,Napa,Napa,R&D/Flex,1846302,0.03,-3600,,1.53,,0
CBRE,2025,Q,2,Napa Solano,Napa,American Canyon,Industrial,8675872,0.163,-67962,,0.9,,0
CBRE,2025,Q,2,Napa Solano,Napa,American Canyon,Warehouse/Distribution,8185065,0.171,-67962,,0.9,,0
CBRE,2025,Q,2,Napa Solano,Napa,American Canyon,Manufacturing,475767,0.039,0,,0.9,,0
CBRE,2025,Q,2,Napa Solano,Napa,American Canyon,R&D/Flex,15040,0,0,,1.45,,0
CBRE,2025,Q,2,Napa Solano,Napa Total,,Industrial,18010137,0.098,-162271,,0.98,,22965
CBRE,2025,Q,2,Napa Solano,Solano,Benicia,Industrial,8565710,0.04,-92326,,1.08,,224371
CBRE,2025,Q,2,Napa Solano,Solano,Benicia,Warehouse/Distribution,6894853,0.043,-88626,,1.05,,220371
CBRE,2025,Q,2,Napa Solano,Solano,Benicia,Manufacturing,1189094,0.028,0,,0.95,,0
CBRE,2025,Q,2,Napa Solano,Solano,Benicia,R&D/Flex,481763,0.04,-3700,,1.18,,4000
CBRE,2025,Q,2,Napa Solano,Solano,Fairfield,Industrial,17582455,0.112,-59087,,0.86,,26665
CBRE,2025,Q,2,Napa Solano,Solano,Fairfield,Warehouse/Distribution,13976261,0.125,-59087,,0.82,,23175
CBRE,2025,Q,2,Napa Solano,Solano,Fairfield,Manufacturing,2297129,0.037,0,,0.95,,0
CBRE,2025,Q,2,Napa Solano,Solano,Fairfield,R&D/Flex,1309065,0.107,0,,1.33,,3480
CBRE,2025,Q,2,Napa Solano,Solano,Vacaville,Industrial,13151436,0.094,27180,,0.85,,158776
CBRE,2025,Q,2,Napa Solano,Solano,Vacaville,Warehouse/Distribution,10356545,0.091,43916,,0.84,,156749
CBRE,2025,Q,2,Napa Solano,Solano,Vacaville,Manufacturing,1264986,0.006,-8000,,0.9,,0
CBRE,2025,Q,2,Napa Solano,Solano,Vacaville,R&D/Flex,1529905,0.191,-8736,,1.18,,2027
CBRE,2025,Q,2,Napa Solano,Solano,Vallejo,Industrial,4850219,0.032,-54258,,1.31,,0
CBRE,2025,Q,2,Napa Solano,Solano,Vallejo,Warehouse/Distribution,2338493,0.04,-54258,,1.47,,0
CBRE,2025,Q,2,Napa Solano,Solano,Vallejo,Manufacturing,1927151,0.032,0,,1.22,,0
CBRE,2025,Q,2,Napa Solano,Solano,Vallejo,R&D/Flex,584575,0,0,,0.95,,0
CBRE,2025,Q,2,Napa Solano,Solano Total,,Industrial,44149820,0.084,-178491,,0.89,,409820
CBRE,2025,Q,2,Napa Solano,Napa-Solano Total,,Warehouse/Distribution,48321730,0.098,-320226,,0.87,,419760
CBRE,2025,Q,2,Napa Solano,Napa-Solano Total,,Manufacturing,8071577,0.031,-4500,,1.23,,3500
CBRE,2025,Q,2,Napa Solano,Napa-Solano Total,,R&D/Flex,5766650,0.088,-16036,,1.36,,9507
CBRE,2025,Q,2,Napa Solano,Napa-Solano Ind. Market Total,,Industrial,62159957,0.088,-340762,,0.91,,431767
CBRE,2025,Q,2,New York City,Bronx,,Industrial,27211313,0.109,,100000,28.66,,28175
CBRE,2025,Q,2,New York City,Brooklyn,,Industrial,68342730,0.051,,267409,28.33,,357695
CBRE,2025,Q,2,New York City,Queens,,Industrial,65935598,0.057,,680000,31.04,,1058934
CBRE,2025,Q,2,New York City,Staten Island,,Industrial,6765727,0.037,,331000,23.76,,31500
CBRE,2025,Q,2,New York City,JFK,,Industrial,5618428,0.088,,0,26.21,,329211
CBRE,2025,Q,2,New York City,NYC Total,,Industrial,168255368,0.062,,1379109,29.34,,1476304
CBRE,2025,Q,2,Norfolk,Southside,,Warehouse,78317340,0.061,-348250,4667509,9.11,,
CBRE,2025,Q,2,Norfolk,Peninsula,,Warehouse,28191646,0.057,-157245,553532,9.21,,
CBRE,2025,Q,2,Norfolk,Overall,,Warehouse,106508986,0.06,-505495,5221041,9.13,,
CBRE,2025,Q,2,Norfolk,Southside,,Flex,10645858,0.043,1194,18760,12.39,,
CBRE,2025,Q,2,Norfolk,Peninsula,,Flex,2230881,0.03,-7095,,10.37,,
CBRE,2025,Q,2,Norfolk,Overall,,Flex,12876739,0.041,-5901,18760,12.17,,
CBRE,2025,Q,2,Norfolk,Southside,,Overall,88963198,0.059,-347056,5025929,9.45,,
CBRE,2025,Q,2,Norfolk,Peninsula,,Overall,30422527,0.055,-164340,553532,9.27,,
CBRE,2025,Q,2,Norfolk,Total,,Overall,119385725,0.058,-511396,5579461,9.41,,
CBRE,2025,Q,2,North East Contra Costa County,Concord,,Industrial,8163381,0.031,14332,61630,1.95,,121277
CBRE,2025,Q,2,North East Contra Costa County,Martinez/Pacheco,,Industrial,2459977,0.007,3878,,1.75,,23191
CBRE,2025,Q,2,North East Contra Costa County,Pleasant Hill,,Industrial,391324,0.016,3710,,1.75,,6460
CBRE,2025,Q,2,North East Contra Costa County,Walnut Creek,,Industrial,946184,0,0,,1.5,,0
CBRE,2025,Q,2,North East Contra Costa County,Antioch/Oakley,,Industrial,2963480,0.061,-136575,,1.31,,8000
CBRE,2025,Q,2,North East Contra Costa County,Pittsburg,,Industrial,4398012,0.135,-16360,,1.15,,0
CBRE,2025,Q,2,North East Contra Costa County,Brentwood,,Industrial,3064711,0.005,14189,,1.15,,14189
CBRE,2025,Q,2,North East Contra Costa County,NE Contra Costa Total,,Warehouse,15024094,0.029,-7067,,1.23,,107163
CBRE,2025,Q,2,North East Contra Costa County,NE Contra Costa Total,,Manufacturing,3230422,0.161,-96773,,1.18,,64565
CBRE,2025,Q,2,North East Contra Costa County,NE Contra Costa Total,,R&D Flex,4132553,0.026,-12986,,1.92,,1389
CBRE,2025,Q,2,North East Contra Costa County,NE Contra Costa Market Total,,Industrial,22387069,0.048,-116826,61630,1.18,0,173117
CBRE,2025,Q,2,Northern and Central New Jersey,Central Bergen,,Industrial,32100000,0.057,-272400,0,18.04,,30300
CBRE,2025,Q,2,Northern and Central New Jersey,Fairfield Market,,Industrial,18600000,0.058,-121400,22000,16.18,,20600
CBRE,2025,Q,2,Northern and Central New Jersey,Hudson Waterfront,,Industrial,67300000,0.078,-873100,426300,26.65,,230300
CBRE,2025,Q,2,Northern and Central New Jersey,Meadowlands,,Industrial,93900000,0.076,102300,1453200,25.29,,761800
CBRE,2025,Q,2,Northern and Central New Jersey,Morris Region,,Industrial,43300000,0.091,-177300,1291600,17.79,,240500
CBRE,2025,Q,2,Northern and Central New Jersey,Newark,,Industrial,53400000,0.051,32500,475600,27.76,,249300
CBRE,2025,Q,2,Northern and Central New Jersey,Northeast Bergen,,Industrial,8200000,0.026,33100,0,15.91,,36500
CBRE,2025,Q,2,Northern and Central New Jersey,Northwest Bergen,,Industrial,19500000,0.065,-30200,0,21.82,,19300
CBRE,2025,Q,2,Northern and Central New Jersey,Rt 23 North,,Industrial,600000,0.046,-20000,0,,,0
CBRE,2025,Q,2,Northern and Central New Jersey,Rt 280 Corridor,,Industrial,4400000,0.052,-23000,0,12.64,,0
CBRE,2025,Q,2,Northern and Central New Jersey,Rt 46/23/2 Interchange,,Industrial,58200000,0.046,206600,0,14.51,,175900
CBRE,2025,Q,2,Northern and Central New Jersey,Suburban Essex,,Industrial,6700000,0.047,19900,0,24.5,,8500
CBRE,2025,Q,2,Northern and Central New Jersey,Northern NJ Total,,Industrial,406200000,0.066,-1123000,3667600,22.69,,1773000
CBRE,2025,Q,2,Northern and Central New Jersey,Brunswicks/Exit 9,,Industrial,29700000,0.084,448500,163600,18,,410100
